daily_screen_time,unlock_count,avg_session_duration,social_media_usage,productivity_usage,entertainment_usage,late_night_usage,typing_speed,typing_pause_duration,backspace_frequency,movement_regularity,sleep_quality,stress_level,fatigue_level,mood_score,risk_class
9.626538509837616,16,10.077097909610734,6.675242089308314,1.7993946684808297,5.827260495429079,1.7425052716909306,30.609604436297985,6.128245250675049,30.009672414172556,79.21959138761616,75.96093800272178,34.455708945529054,35.6701679573814,21.78325252084671,0
6.10822361739655,125,10.277904818569738,4.953512077276169,6.4886056120392555,1.790117784257332,11.43955574012756,79.33370675223789,1.7977931653590957,35.083658940287116,60.399515639793094,88.86510430035584,76.75253344393768,12.663880850403196,43.03465633747679,0
10.515278159069515,160,2.853212841706366,2.4147265490120944,1.025353315940526,3.3273472269177407,27.169574727267033,43.33316599728499,3.4738521126698814,20.113690177906683,24.5403227849551,86.948627348362,15.657275519991698,31.394435814629354,30.844551349508187,0
8.82236430512332,122,11.341815137718138,6.214640391489642,4.992534459737694,1.330927369506789,15.986277590948072,53.67192223103477,0.30504877215938975,23.0142932657198,25.195897074949755,25.48045952861164,56.727815223489536,78.83039711618198,62.580858880029766,2
2.48886215282032,89,11.056205416979394,1.7924218151498839,6.02021414479798,4.743108770208746,73.21590995007253,32.82558588511005,0.16127333353849704,32.17147039307004,64.06114338769247,20.225472010521337,60.2120412535739,49.38707610379937,46.980227730061,1
11.744034692185938,176,11.175339457696625,6.365747599360446,6.058433051766395,6.226543737597972,10.560479086790032,69.88728569351451,4.967627224482305,26.4423490053672,46.625347704176995,75.96946776166689,7.055681273966138,19.127840901694483,53.23050755419249,0
9.491966870898706,87,1.9258724016283362,5.973275002754141,1.6824749155434229,3.0791068388734635,86.59941050245247,77.4826726041938,0.9162259950126449,23.996157661468956,69.47563604533283,53.51791485282696,8.346671109096372,32.38744302251418,91.96791953966259,0
9.753675205408015,153,7.591950404695119,1.2844878205269066,0.6806671873453737,1.472699251338209,22.111450371095287,42.15401991626733,3.879876836064642,10.839011460345622,42.773639791173835,86.586072749586,33.666336026505704,92.63664028931899,28.924146305598846,0
2.8451931430932316,105,7.017334007095092,0.8801208121899196,3.7006897934232974,2.0026468882218746,10.859061697156768,90.60635082971216,4.902451627249137,13.098655214674142,55.13037508818035,39.30799655994436,61.64401586530783,43.604003881270884,52.98417442555789,0
6.229052347903455,20,2.1180145513766266,6.045756336351816,1.7793856929074594,6.972148515614809,1.0106644431258527,17.448848764818887,0.3224186449845109,17.41538136555392,26.54030734082866,85.2240210142397,94.52458955008521,44.510329951772746,0.0,1
